"tipo","caminho_original","caminho_final","status","sha256","observacoes"
"documento","MAPA_DE_APLICACAO_VISUAL_SITE_MARCUS_REBOQUE.md","docs/MAPA_DE_APLICACAO_VISUAL_SITE_MARCUS_REBOQUE.md","migrado_sem_edicao","3B1BB0B4D7B0216002C6633CD7753BAEBC95A65C44ABC6A8B8063244C4A29352","movido da raiz para docs"
"documento","MAPA_DE_RENOMEACAO_MARCUS_REBOQUE.csv","docs/MAPA_DE_RENOMEACAO_MARCUS_REBOQUE.csv","migrado_sem_edicao","3583CB68BD598DCB0D0CE007F29885FC0A5ABBE6D23D8E09EE12BED185800E8F","movido da raiz para docs"
"documento","MAPA_FINAL_ATIVOS_VISUAIS_MARCUS_REBOQUE.csv","docs/MAPA_FINAL_ATIVOS_VISUAIS_MARCUS_REBOQUE.csv","migrado_sem_edicao","2F412E55F35F58050113E8CC2269A9D4B3963391703FA99A663994159C22529A","movido da raiz para docs"
"documento","MAPA_IMAGEM_PAGINA_SECAO_MARCUS_REBOQUE.csv","docs/MAPA_IMAGEM_PAGINA_SECAO_MARCUS_REBOQUE.csv","migrado_sem_edicao","EDC6EA4C3F1CF464BC4918FA94836942445D422A9D82D1C6DF7A86B320295F88","movido da raiz para docs"
"documento","MATRIZ_COBERTURA_VISUAL_PAGINAS_MARCUS_REBOQUE.csv","docs/MATRIZ_COBERTURA_VISUAL_PAGINAS_MARCUS_REBOQUE.csv","migrado_sem_edicao","F1F9086D0D01CF61DDBA5829D499C519D69E43826DD6EB0196123AFA93A49813","movido da raiz para docs"
"documento","MATRIZ_VISUAL_POR_PAGINA_MARCUS_REBOQUE.csv","docs/MATRIZ_VISUAL_POR_PAGINA_MARCUS_REBOQUE.csv","migrado_sem_edicao","A1DF61C5383078AF8C3BD0C2769189BBC2534307EA701F5953288FFBD57118D7","movido da raiz para docs"
"documento","PENDENCIAS_VISUAIS_MARCUS_REBOQUE.md","docs/PENDENCIAS_VISUAIS_MARCUS_REBOQUE.md","migrado_sem_edicao","35B2F40E8BF99A33CD7322BE9A2921E1A1B5426A57A23107AAED5FAAFF0C24FC","movido da raiz para docs"
"documento","RELATORIO_DE_ANALISE_E_RENOMEACAO_DE_IMAGENS_MARCUS_REBOQUE.md","docs/RELATORIO_DE_ANALISE_E_RENOMEACAO_DE_IMAGENS_MARCUS_REBOQUE.md","migrado_sem_edicao","2527AB49DC0E468523B8CFA28948CC9174A7ADFF20C98E70B777E968DD600A1A","movido da raiz para docs"
"documento","RELATORIO_FINAL_RENOMEACAO_E_ORGANIZACAO_MARCUS_REBOQUE.md","docs/RELATORIO_FINAL_RENOMEACAO_E_ORGANIZACAO_MARCUS_REBOQUE.md","migrado_sem_edicao","D7FE916C2EEA1598D14E910DE87E4AB62AF066792A57AAFD17A24137A879CBB3","movido da raiz para docs"
"documento","Você deve atuar como curador técnic.txt","docs/Você deve atuar como curador técnic.txt","migrado_sem_edicao","A4E23123DCA2B047BEEB44060B8D2585E17F16534051D8308E3F7D49F844C631","movido da raiz para docs"
"imagem_publica","IMAGENS_MARCUS_REBOQUE/01_IDENTIDADE_VISUAL/marcus-reboque-logotipo-fortaleza-ce-01.png","public/images/marcus-reboque/institucional/marcus-reboque-logotipo-fortaleza-ce-01.png","copiado_sem_edicao","86310A403CC941B7363307810B90A81C072958FF59436FC087B889B5415DBD3D","fonte preservada em IMAGENS_MARCUS_REBOQUE"
"imagem_publica","IMAGENS_MARCUS_REBOQUE/03_SERVICOS/12_PEQUENAS_CARGAS/marcus-reboque-transporte-pequenas-cargas-fortaleza-ce-01.jpg","public/images/marcus-reboque/servicos/pequenas-cargas/marcus-reboque-transporte-pequenas-cargas-fortaleza-ce-01.jpg","copiado_sem_edicao","153F323523F800DBD8A71E3C5A9AB87C26814FD256C56589D09721636BFD8AFD","fonte preservada em IMAGENS_MARCUS_REBOQUE"
"imagem_publica","IMAGENS_MARCUS_REBOQUE/03_SERVICOS/02_CARROS/marcus-reboque-guincho-carro-fortaleza-ce-01.jpg","public/images/marcus-reboque/servicos/carros/marcus-reboque-guincho-carro-fortaleza-ce-01.jpg","copiado_sem_edicao","0A55D11B4C61497189F7C3495A21740D80E65D5715C2D5540BD475038D509941","fonte preservada em IMAGENS_MARCUS_REBOQUE"
"imagem_publica","IMAGENS_MARCUS_REBOQUE/03_SERVICOS/02_CARROS/marcus-reboque-guincho-carro-fortaleza-ce-02.jpg","public/images/marcus-reboque/servicos/carros/marcus-reboque-guincho-carro-fortaleza-ce-02.jpg","copiado_sem_edicao","C5A14DECD0D232BC9433747A7C8567E5AE4BEC99DF8A23217F1BEAC66A5E2F55","fonte preservada em IMAGENS_MARCUS_REBOQUE"
"imagem_publica","IMAGENS_MARCUS_REBOQUE/03_SERVICOS/04_VANS/marcus-reboque-guincho-van-fortaleza-ce-01.jpg","public/images/marcus-reboque/servicos/vans/marcus-reboque-guincho-van-fortaleza-ce-01.jpg","copiado_sem_edicao","743DE2111E68D29F36531417C53BA1E3D4C40BA1A231C0DF008FD36BFCDD64C6","fonte preservada em IMAGENS_MARCUS_REBOQUE"
"imagem_publica","IMAGENS_MARCUS_REBOQUE/03_SERVICOS/01_MOTOS/marcus-reboque-guincho-moto-fortaleza-ce-01.jpg","public/images/marcus-reboque/servicos/motos/marcus-reboque-guincho-moto-fortaleza-ce-01.jpg","copiado_sem_edicao","DA2D7026667D52E04F8DBE858AFF5C8EA6879983FB9DE653C6C60BCD7B93D78A","fonte preservada em IMAGENS_MARCUS_REBOQUE"
"imagem_publica","IMAGENS_MARCUS_REBOQUE/03_SERVICOS/01_MOTOS/marcus-reboque-guincho-moto-fortaleza-ce-02.webp","public/images/marcus-reboque/servicos/motos/marcus-reboque-guincho-moto-fortaleza-ce-02.webp","copiado_sem_edicao","F7460A81C06858A1B248E5EA8EE5171914C939FF7613890AAD8537BF63E6BE41","fonte preservada em IMAGENS_MARCUS_REBOQUE"
"imagem_publica","IMAGENS_MARCUS_REBOQUE/03_SERVICOS/02_CARROS/marcus-reboque-guincho-carro-fortaleza-ce-03.webp","public/images/marcus-reboque/servicos/carros/marcus-reboque-guincho-carro-fortaleza-ce-03.webp","copiado_sem_edicao","3D40C9843A3A36870B2D6E6E3A3A5AFB38DB21DEF706C9DF0E8A7573EC15F738","fonte preservada em IMAGENS_MARCUS_REBOQUE"
"imagem_publica","IMAGENS_MARCUS_REBOQUE/03_SERVICOS/01_MOTOS/marcus-reboque-guincho-moto-fortaleza-ce-03.webp","public/images/marcus-reboque/servicos/motos/marcus-reboque-guincho-moto-fortaleza-ce-03.webp","copiado_sem_edicao","93EA35B334B19FF2F2627A8CDA8CD76B8C13034FE7D6A575FFD6AB6938E75A53","fonte preservada em IMAGENS_MARCUS_REBOQUE"
"imagem_publica","IMAGENS_MARCUS_REBOQUE/03_SERVICOS/03_CAMINHONETES/marcus-reboque-guincho-caminhonete-fortaleza-ce-01.webp","public/images/marcus-reboque/servicos/caminhonetes/marcus-reboque-guincho-caminhonete-fortaleza-ce-01.webp","copiado_sem_edicao","232DA2BBEAAE18DC11EA47BC67713D9B4332FC59B2E06CAEACA39FD95F50E2FC","fonte preservada em IMAGENS_MARCUS_REBOQUE"
"imagem_publica","IMAGENS_MARCUS_REBOQUE/03_SERVICOS/09_VEICULOS_ANTIGOS/marcus-reboque-transporte-veiculo-antigo-fortaleza-ce-01.webp","public/images/marcus-reboque/servicos/veiculos-antigos/marcus-reboque-transporte-veiculo-antigo-fortaleza-ce-01.webp","copiado_sem_edicao","141904826985FE685F824FE7030ADD220B4FC527B482FF299A566308FEEFEA44","fonte preservada em IMAGENS_MARCUS_REBOQUE"
"imagem_publica","IMAGENS_MARCUS_REBOQUE/02_HERO/marcus-reboque-hero-guincho-caminhonete-fortaleza-ce-01.webp","public/images/marcus-reboque/hero/marcus-reboque-hero-guincho-caminhonete-fortaleza-ce-01.webp","copiado_sem_edicao","829048DB86245F4ABAEDDBFF4F3A8D650AD766D27860679656CB7DFD1A557CC0","fonte preservada em IMAGENS_MARCUS_REBOQUE"
"imagem_publica","IMAGENS_MARCUS_REBOQUE/03_SERVICOS/11_PEQUENOS_CAMINHOES/marcus-reboque-guincho-pequeno-caminhao-fortaleza-ce-01.webp","public/images/marcus-reboque/servicos/pequenos-caminhoes/marcus-reboque-guincho-pequeno-caminhao-fortaleza-ce-01.webp","copiado_sem_edicao","2B28D571C7C85A0205A5C6F5B37C2E787A43139A8154AABA2350854CBFB666CE","fonte preservada em IMAGENS_MARCUS_REBOQUE"
"imagem_publica","IMAGENS_MARCUS_REBOQUE/03_SERVICOS/02_CARROS/marcus-reboque-guincho-carro-fortaleza-ce-04.webp","public/images/marcus-reboque/servicos/carros/marcus-reboque-guincho-carro-fortaleza-ce-04.webp","copiado_sem_edicao","A569704D27C61C46B1A45334D0CFA44684A1DF2A79B28678A916F4DAC1E09D7D","fonte preservada em IMAGENS_MARCUS_REBOQUE"
"imagem_publica","IMAGENS_MARCUS_REBOQUE/03_SERVICOS/03_CAMINHONETES/marcus-reboque-guincho-caminhonete-fortaleza-ce-02.webp","public/images/marcus-reboque/servicos/caminhonetes/marcus-reboque-guincho-caminhonete-fortaleza-ce-02.webp","copiado_sem_edicao","5FE55B95D5C1A369F3B5A7386FFB16191F8C530BFCA0178FBC29CAAE21B939E7","fonte preservada em IMAGENS_MARCUS_REBOQUE"
"imagem_publica","IMAGENS_MARCUS_REBOQUE/03_SERVICOS/02_CARROS/marcus-reboque-guincho-carro-fortaleza-ce-05.webp","public/images/marcus-reboque/servicos/carros/marcus-reboque-guincho-carro-fortaleza-ce-05.webp","copiado_sem_edicao","BDB919FA3D16DA1303F69742FDCDBFE6E0854F4CAD46E87CC1C842B12AD7D180","fonte preservada em IMAGENS_MARCUS_REBOQUE"
"imagem_publica","IMAGENS_MARCUS_REBOQUE/03_SERVICOS/07_BARCOS_E_JET_SKIS/marcus-reboque-transporte-barco-fortaleza-ce-01.webp","public/images/marcus-reboque/servicos/barcos/marcus-reboque-transporte-barco-fortaleza-ce-01.webp","copiado_sem_edicao","8FF1CA537A007776B25500496AC783250F9797DEBBD76F9E5F76DA3EC1A354BD","fonte preservada em IMAGENS_MARCUS_REBOQUE"
"imagem_publica","IMAGENS_MARCUS_REBOQUE/03_SERVICOS/02_CARROS/marcus-reboque-guincho-carro-fortaleza-ce-06.webp","public/images/marcus-reboque/servicos/carros/marcus-reboque-guincho-carro-fortaleza-ce-06.webp","copiado_sem_edicao","40DE5C410370AC5476CA867A4FC2243849AF2EE238DA7E3D35ACB8931A9FB2F5","fonte preservada em IMAGENS_MARCUS_REBOQUE"
"imagem_publica","IMAGENS_MARCUS_REBOQUE/02_HERO/marcus-reboque-hero-guincho-moto-fortaleza-ce-01.webp","public/images/marcus-reboque/hero/marcus-reboque-hero-guincho-moto-fortaleza-ce-01.webp","copiado_sem_edicao","25F5F259A068AE7CD362D9E341843455A44AFE72E051A2B88E0DC4265FAE0655","fonte preservada em IMAGENS_MARCUS_REBOQUE"
"imagem_publica","IMAGENS_MARCUS_REBOQUE/02_HERO/marcus-reboque-hero-guincho-caminhonete-fortaleza-ce-02.webp","public/images/marcus-reboque/hero/marcus-reboque-hero-guincho-caminhonete-fortaleza-ce-02.webp","copiado_sem_edicao","40B5366E9EDB531168409C4A11E5E62E4659F543AE6C53A1520EBFD040DAF969","fonte preservada em IMAGENS_MARCUS_REBOQUE"
"imagem_publica","IMAGENS_MARCUS_REBOQUE/03_SERVICOS/10_EMPILHADEIRAS/marcus-reboque-transporte-empilhadeira-fortaleza-ce-01.webp","public/images/marcus-reboque/servicos/empilhadeiras/marcus-reboque-transporte-empilhadeira-fortaleza-ce-01.webp","copiado_sem_edicao","5ED1CA4B50F4DB206C1B4F27266E3583D5CDF876ABA4947D746E144131D0C0DC","fonte preservada em IMAGENS_MARCUS_REBOQUE"
"imagem_publica","IMAGENS_MARCUS_REBOQUE/03_SERVICOS/04_VANS/marcus-reboque-guincho-van-fortaleza-ce-02.webp","public/images/marcus-reboque/servicos/vans/marcus-reboque-guincho-van-fortaleza-ce-02.webp","copiado_sem_edicao","88EB31FD5492BD9C65FC6ED75B3D1FE8F8034EE6566C274E9032BC63FFD227C0","fonte preservada em IMAGENS_MARCUS_REBOQUE"
"imagem_publica","IMAGENS_MARCUS_REBOQUE/10_ATENDIMENTOS_REAIS/marcus-reboque-atendimento-real-carro-danificado-fortaleza-ce-01.webp","public/images/marcus-reboque/operacao/marcus-reboque-atendimento-real-carro-danificado-fortaleza-ce-01.webp","copiado_sem_edicao","E29DC305D1732F23E292A2D010FF52650CE3A0CAEA09CE4E99A3D575D11B2CDF","fonte preservada em IMAGENS_MARCUS_REBOQUE"
"imagem_publica","IMAGENS_MARCUS_REBOQUE/03_SERVICOS/04_VANS/marcus-reboque-guincho-van-fortaleza-ce-03.webp","public/images/marcus-reboque/servicos/vans/marcus-reboque-guincho-van-fortaleza-ce-03.webp","copiado_sem_edicao","940378B25779FAED60AE5C735E86252D48EDDD2E8D36FAF7C77E178F38CB2788","fonte preservada em IMAGENS_MARCUS_REBOQUE"
"imagem_publica","IMAGENS_MARCUS_REBOQUE/03_SERVICOS/03_CAMINHONETES/marcus-reboque-guincho-caminhonete-fortaleza-ce-03.webp","public/images/marcus-reboque/servicos/caminhonetes/marcus-reboque-guincho-caminhonete-fortaleza-ce-03.webp","copiado_sem_edicao","9F1D884BA9BCB9E6DB572842136392839664AA8127431C5243B64AEF81289D9C","fonte preservada em IMAGENS_MARCUS_REBOQUE"
"imagem_publica","IMAGENS_MARCUS_REBOQUE/02_HERO/marcus-reboque-hero-guincho-carro-fortaleza-ce-01.webp","public/images/marcus-reboque/hero/marcus-reboque-hero-guincho-carro-fortaleza-ce-01.webp","copiado_sem_edicao","516F8028EFCA961D94B2536D683B1218136CBAF5155050FE356CBFCDF251CD8C","fonte preservada em IMAGENS_MARCUS_REBOQUE"
"imagem_publica","IMAGENS_MARCUS_REBOQUE/03_SERVICOS/02_CARROS/marcus-reboque-guincho-carro-fortaleza-ce-07.webp","public/images/marcus-reboque/servicos/carros/marcus-reboque-guincho-carro-fortaleza-ce-07.webp","copiado_sem_edicao","65A26429D6CEAE8A9623265D3CE14E0890D766C33A4FF313F46C8EC2F4712293","fonte preservada em IMAGENS_MARCUS_REBOQUE"
"imagem_publica","IMAGENS_MARCUS_REBOQUE/03_SERVICOS/12_PEQUENAS_CARGAS/marcus-reboque-transporte-pequenas-cargas-fortaleza-ce-02.webp","public/images/marcus-reboque/servicos/pequenas-cargas/marcus-reboque-transporte-pequenas-cargas-fortaleza-ce-02.webp","copiado_sem_edicao","18E2B412A08A3E994F4A3121E793AF3EBBEA935FD356F5C269A9956E29E83D1F","fonte preservada em IMAGENS_MARCUS_REBOQUE"
"imagem_publica","IMAGENS_MARCUS_REBOQUE/03_SERVICOS/11_PEQUENOS_CAMINHOES/marcus-reboque-guincho-pequeno-caminhao-fortaleza-ce-02.webp","public/images/marcus-reboque/servicos/pequenos-caminhoes/marcus-reboque-guincho-pequeno-caminhao-fortaleza-ce-02.webp","copiado_sem_edicao","C661E843D011235660557A06D77098A9268F534461AF762D0AFBF61F05FD562D","fonte preservada em IMAGENS_MARCUS_REBOQUE"
"imagem_publica","IMAGENS_MARCUS_REBOQUE/03_SERVICOS/02_CARROS/marcus-reboque-guincho-carro-fortaleza-ce-08.webp","public/images/marcus-reboque/servicos/carros/marcus-reboque-guincho-carro-fortaleza-ce-08.webp","copiado_sem_edicao","B579F4A89CEDD1FD9C5AF14050B67D65147E9A63EEC9BA434515ECD45B399D96","fonte preservada em IMAGENS_MARCUS_REBOQUE"
"imagem_publica","IMAGENS_MARCUS_REBOQUE/03_SERVICOS/03_CAMINHONETES/marcus-reboque-guincho-caminhonete-fortaleza-ce-04.webp","public/images/marcus-reboque/servicos/caminhonetes/marcus-reboque-guincho-caminhonete-fortaleza-ce-04.webp","copiado_sem_edicao","CF5B980F72D64BFCFC9C38FAE68CDE1AD75A091F22B257D2FA469C245F999183","fonte preservada em IMAGENS_MARCUS_REBOQUE"
"imagem_publica","IMAGENS_MARCUS_REBOQUE/05_CAMINHOES_E_PLATAFORMAS/marcus-reboque-caminhao-plataforma-fortaleza-ce-01.webp","public/images/marcus-reboque/operacao/marcus-reboque-caminhao-plataforma-fortaleza-ce-01.webp","copiado_sem_edicao","720CCD6A707578D69F2F4560633A767AAB93F47AD1C24E6EF51251DF6CAF171C","fonte preservada em IMAGENS_MARCUS_REBOQUE"
"imagem_publica","IMAGENS_MARCUS_REBOQUE/03_SERVICOS/01_MOTOS/marcus-reboque-guincho-moto-fortaleza-ce-04.webp","public/images/marcus-reboque/servicos/motos/marcus-reboque-guincho-moto-fortaleza-ce-04.webp","copiado_sem_edicao","31F764EB54B52180BCD19659048B84AAEC7222E6A249E34881D761F593E269BE","fonte preservada em IMAGENS_MARCUS_REBOQUE"
"imagem_publica","IMAGENS_MARCUS_REBOQUE/03_SERVICOS/12_PEQUENAS_CARGAS/marcus-reboque-transporte-pequenas-cargas-fortaleza-ce-03.webp","public/images/marcus-reboque/servicos/pequenas-cargas/marcus-reboque-transporte-pequenas-cargas-fortaleza-ce-03.webp","copiado_sem_edicao","62A69D5E7714B5E5872931BA1D14FF2BBC49A3E11E6987E5C55AE43ED4EF98AF","fonte preservada em IMAGENS_MARCUS_REBOQUE"
"imagem_publica","IMAGENS_MARCUS_REBOQUE/03_SERVICOS/04_VANS/marcus-reboque-guincho-van-fortaleza-ce-04.webp","public/images/marcus-reboque/servicos/vans/marcus-reboque-guincho-van-fortaleza-ce-04.webp","copiado_sem_edicao","258306F2EC3C975DE815C1560FAA06F6816C826AD63F52DFE59AAF4BC90C8699","fonte preservada em IMAGENS_MARCUS_REBOQUE"
"imagem_publica","IMAGENS_MARCUS_REBOQUE/03_SERVICOS/03_CAMINHONETES/marcus-reboque-guincho-caminhonete-fortaleza-ce-05.webp","public/images/marcus-reboque/servicos/caminhonetes/marcus-reboque-guincho-caminhonete-fortaleza-ce-05.webp","copiado_sem_edicao","9496D8DA98CC01258376EBD47124A85DE86794E7D0CF5D4BA54342BD093D6C11","fonte preservada em IMAGENS_MARCUS_REBOQUE"
"imagem_publica","IMAGENS_MARCUS_REBOQUE/03_SERVICOS/11_PEQUENOS_CAMINHOES/marcus-reboque-guincho-pequeno-caminhao-fortaleza-ce-03.webp","public/images/marcus-reboque/servicos/pequenos-caminhoes/marcus-reboque-guincho-pequeno-caminhao-fortaleza-ce-03.webp","copiado_sem_edicao","CEDC16E60CD6E4C3082D04EF5FE8E38F20519CD47876DE8EACDFF7DC7110435E","fonte preservada em IMAGENS_MARCUS_REBOQUE"
"imagem_publica","IMAGENS_MARCUS_REBOQUE/03_SERVICOS/03_CAMINHONETES/marcus-reboque-guincho-caminhonete-fortaleza-ce-06.webp","public/images/marcus-reboque/servicos/caminhonetes/marcus-reboque-guincho-caminhonete-fortaleza-ce-06.webp","copiado_sem_edicao","9DB48D2166BC1EAF93DFD8A13FF863EF8B73D55A32AB4E705915FF0B845121F4","fonte preservada em IMAGENS_MARCUS_REBOQUE"
"imagem_publica","IMAGENS_MARCUS_REBOQUE/03_SERVICOS/01_MOTOS/marcus-reboque-guincho-moto-fortaleza-ce-05.webp","public/images/marcus-reboque/servicos/motos/marcus-reboque-guincho-moto-fortaleza-ce-05.webp","copiado_sem_edicao","0600D38AFDF930CFC28871A1910E0DCEF5A0C817A687576CC83D25699A4D9700","fonte preservada em IMAGENS_MARCUS_REBOQUE"
"imagem_publica","IMAGENS_MARCUS_REBOQUE/03_SERVICOS/02_CARROS/marcus-reboque-guincho-carro-fortaleza-ce-09.webp","public/images/marcus-reboque/servicos/carros/marcus-reboque-guincho-carro-fortaleza-ce-09.webp","copiado_sem_edicao","923AF929C090BE6D077DCF88CE34F39D7874B627C223F1175B762B1B18214905","fonte preservada em IMAGENS_MARCUS_REBOQUE"
"imagem_publica","IMAGENS_MARCUS_REBOQUE/03_SERVICOS/02_CARROS/marcus-reboque-guincho-carro-fortaleza-ce-10.webp","public/images/marcus-reboque/servicos/carros/marcus-reboque-guincho-carro-fortaleza-ce-10.webp","copiado_sem_edicao","6EB173FCB5F911125441947A37CBAB3A347224DF350ABDC8A724CAC37BF19902","fonte preservada em IMAGENS_MARCUS_REBOQUE"
"imagem_publica","IMAGENS_MARCUS_REBOQUE/06_EQUIPAMENTOS_E_FIXACAO/marcus-reboque-equipamentos-fixacao-fortaleza-ce-02.webp","public/images/marcus-reboque/equipamentos/marcus-reboque-equipamentos-fixacao-fortaleza-ce-02.webp","copiado_sem_edicao","CB46BC74D9380B1E86EE9CD2DA683236402FF9C42A466FE9749E48B247F5DF88","fonte preservada em IMAGENS_MARCUS_REBOQUE"
"imagem_publica","IMAGENS_MARCUS_REBOQUE/03_SERVICOS/02_CARROS/marcus-reboque-guincho-carro-fortaleza-ce-11.webp","public/images/marcus-reboque/servicos/carros/marcus-reboque-guincho-carro-fortaleza-ce-11.webp","copiado_sem_edicao","DBC3CEDAE01E44F5BFF8ABBC251CC9E1AD580BD0DFA624E95218CE33DE9C3232","fonte preservada em IMAGENS_MARCUS_REBOQUE"
"imagem_publica","IMAGENS_MARCUS_REBOQUE/03_SERVICOS/06_VEICULOS_ESPECIAIS/marcus-reboque-transporte-veiculo-especial-fortaleza-ce-01.webp","public/images/marcus-reboque/servicos/veiculos-especiais/marcus-reboque-transporte-veiculo-especial-fortaleza-ce-01.webp","copiado_sem_edicao","C11B372A230722E2BD7C979D17270375E14F25CEA0A49A97CCF033E95176D12B","fonte preservada em IMAGENS_MARCUS_REBOQUE"
"imagem_publica","IMAGENS_MARCUS_REBOQUE/10_ATENDIMENTOS_REAIS/marcus-reboque-atendimento-real-caminhonete-danificada-fortaleza-ce-01.webp","public/images/marcus-reboque/operacao/marcus-reboque-atendimento-real-caminhonete-danificada-fortaleza-ce-01.webp","copiado_sem_edicao","D1EEA15E26FDCF83CC4D723A8A18F92E8F7651A769CA77FABBC12E85FA95F51B","fonte preservada em IMAGENS_MARCUS_REBOQUE"
"imagem_publica","IMAGENS_MARCUS_REBOQUE/09_ATENDIMENTO_NOTURNO/marcus-reboque-atendimento-noturno-fortaleza-ce-01.webp","public/images/marcus-reboque/operacao/marcus-reboque-atendimento-noturno-fortaleza-ce-01.webp","copiado_sem_edicao","32521648ED84F976CE345A91F118EA0353F416370F0A50F7DDA62CB0B6A3CD28","fonte preservada em IMAGENS_MARCUS_REBOQUE"
"imagem_publica","IMAGENS_MARCUS_REBOQUE/03_SERVICOS/02_CARROS/marcus-reboque-guincho-carro-fortaleza-ce-12.webp","public/images/marcus-reboque/servicos/carros/marcus-reboque-guincho-carro-fortaleza-ce-12.webp","copiado_sem_edicao","A590EB5953076D3D5028505FE5F174C623322E27D452D718F397869DE74CC100","fonte preservada em IMAGENS_MARCUS_REBOQUE"
"imagem_publica","IMAGENS_MARCUS_REBOQUE/05_CAMINHOES_E_PLATAFORMAS/marcus-reboque-caminhao-plataforma-fortaleza-ce-02.webp","public/images/marcus-reboque/operacao/marcus-reboque-caminhao-plataforma-fortaleza-ce-02.webp","copiado_sem_edicao","7C63C254FE7FB883996F4E49FB46C64C53D58C410BBB3120929004610770A44C","fonte preservada em IMAGENS_MARCUS_REBOQUE"
"imagem_publica","IMAGENS_MARCUS_REBOQUE/03_SERVICOS/02_CARROS/marcus-reboque-guincho-carro-fortaleza-ce-13.webp","public/images/marcus-reboque/servicos/carros/marcus-reboque-guincho-carro-fortaleza-ce-13.webp","copiado_sem_edicao","C2AAF25F4A47EE9928871F6E3CD12662603A6B4DA8C57AAF9B9E22352D33D92E","fonte preservada em IMAGENS_MARCUS_REBOQUE"
"imagem_publica","IMAGENS_MARCUS_REBOQUE/03_SERVICOS/07_BARCOS_E_JET_SKIS/marcus-reboque-transporte-barco-fortaleza-ce-02.webp","public/images/marcus-reboque/servicos/barcos/marcus-reboque-transporte-barco-fortaleza-ce-02.webp","copiado_sem_edicao","01AB48402FD21ED48EE479836919CE2A4028B4AE2056A0BF2628F746701C1AF6","fonte preservada em IMAGENS_MARCUS_REBOQUE"
"imagem_publica","IMAGENS_MARCUS_REBOQUE/03_SERVICOS/08_MAQUINAS_AGRICOLAS/marcus-reboque-transporte-maquina-agricola-fortaleza-ce-04.webp","public/images/marcus-reboque/servicos/maquinas-agricolas/marcus-reboque-transporte-maquina-agricola-fortaleza-ce-04.webp","copiado_sem_edicao","1C95857E3DE2885F96F73AE6A7ABC87E3F623BA270DD9B81394C45EF0C3EA9FE","fonte preservada em IMAGENS_MARCUS_REBOQUE"
