id,caminho_original,nome_original,caminho_final,nome_final,categoria,pagina_associada,qualidade,orientacao,confianca,status,sha256,observacoes
012,Photos-3-001/unnamed (5).webp,unnamed (5).webp,IMAGENS_MARCUS_REBOQUE/03_SERVICOS/03_CAMINHONETES/marcus-reboque-guincho-caminhonete-fortaleza-ce-01.webp,marcus-reboque-guincho-caminhonete-fortaleza-ce-01.webp,05_CAMINHONETES,caminhonetes,media,quadrada,alto,renomeado_e_organizado,232DA2BBEAAE18DC11EA47BC67713D9B4332FC59B2E06CAEACA39FD95F50E2FC,data sobreposta no canto; possivel mesmo atendimento de #023
013,Photos-3-001/unnamed (6).webp,unnamed (6).webp,IMAGENS_MARCUS_REBOQUE/03_SERVICOS/09_VEICULOS_ANTIGOS/marcus-reboque-transporte-veiculo-antigo-fortaleza-ce-01.webp,marcus-reboque-transporte-veiculo-antigo-fortaleza-ce-01.webp,11_VEICULOS_ANTIGOS,veiculos antigos,media,quadrada,alto,renomeado_e_organizado,141904826985FE685F824FE7030ADD220B4FC527B482FF299A566308FEEFEA44,veiculo antigo bem caracterizado
014,Photos-3-001/unnamed (7).webp,unnamed (7).webp,IMAGENS_MARCUS_REBOQUE/02_HERO/marcus-reboque-hero-guincho-caminhonete-fortaleza-ce-01.webp,marcus-reboque-hero-guincho-caminhonete-fortaleza-ce-01.webp,02_HERO,hero,alta,horizontal,alto,renomeado_e_organizado,829048DB86245F4ABAEDDBFF4F3A8D650AD766D27860679656CB7DFD1A557CC0,"horizontal, veiculo e caminhonete plataforma claros"
015,Photos-3-001/unnamed (8).webp,unnamed (8).webp,IMAGENS_MARCUS_REBOQUE/03_SERVICOS/11_PEQUENOS_CAMINHOES/marcus-reboque-guincho-pequeno-caminhao-fortaleza-ce-01.webp,marcus-reboque-guincho-pequeno-caminhao-fortaleza-ce-01.webp,13_PEQUENOS_CAMINHOES,pequenos caminhoes,alta,horizontal,alto,renomeado_e_organizado,2B28D571C7C85A0205A5C6F5B37C2E787A43139A8154AABA2350854CBFB666CE,"boa composicao horizontal, mas com letreiros de fundo"
016,Photos-3-001/unnamed (9).webp,unnamed (9).webp,IMAGENS_MARCUS_REBOQUE/99_PENDENTES_DE_REVISAO/CLASSIFICACAO_INCONCLUSA/unnamed (9).webp,unnamed (9).webp,10_MAQUINAS_AGRICOLAS,maquinas agricolas,media,quadrada,medio,pendente_movido_sem_renomear,9D5D978109A69277B563D496E5158EF5EC8DFC08FBCB7112A876E07F7FDE7997,confianca media na identificacao/categoria registrada na auditoria; validar classificacao visual com responsavel antes de renomear/publicar; equipamento rebocavel; tipo exato nao comprovado
017,Photos-3-001/unnamed (10).webp,unnamed (10).webp,IMAGENS_MARCUS_REBOQUE/03_SERVICOS/02_CARROS/marcus-reboque-guincho-carro-fortaleza-ce-04.webp,marcus-reboque-guincho-carro-fortaleza-ce-04.webp,04_CARROS,carros,alta,quadrada,alto,renomeado_e_organizado,A569704D27C61C46B1A45334D0CFA44684A1DF2A79B28678A916F4DAC1E09D7D,boa presenca da marca Marcus Reboque
018,Photos-3-001/unnamed (11).webp,unnamed (11).webp,IMAGENS_MARCUS_REBOQUE/03_SERVICOS/03_CAMINHONETES/marcus-reboque-guincho-caminhonete-fortaleza-ce-02.webp,marcus-reboque-guincho-caminhonete-fortaleza-ce-02.webp,05_CAMINHONETES,caminhonetes,alta,quadrada,alto,renomeado_e_organizado,5FE55B95D5C1A369F3B5A7386FFB16191F8C530BFCA0178FBC29CAAE21B939E7,veiculo bem visivel; marca de posto no fundo
019,Photos-3-001/unnamed (12).webp,unnamed (12).webp,IMAGENS_MARCUS_REBOQUE/03_SERVICOS/02_CARROS/marcus-reboque-guincho-carro-fortaleza-ce-05.webp,marcus-reboque-guincho-carro-fortaleza-ce-05.webp,04_CARROS,carros,baixa,quadrada,alto,renomeado_e_organizado,BDB919FA3D16DA1303F69742FDCDBFE6E0854F4CAD46E87CC1C842B12AD7D180,resolucao/compressao mais baixa
020,Photos-3-001/unnamed (13).webp,unnamed (13).webp,IMAGENS_MARCUS_REBOQUE/03_SERVICOS/07_BARCOS_E_JET_SKIS/marcus-reboque-transporte-barco-fortaleza-ce-01.webp,marcus-reboque-transporte-barco-fortaleza-ce-01.webp,09_BARCOS_E_JET_SKIS,barcos e jet skis,media,quadrada,alto,renomeado_e_organizado,8FF1CA537A007776B25500496AC783250F9797DEBBD76F9E5F76DA3EC1A354BD,"barco visivel, foto contra luz"
021,Photos-3-001/unnamed (14).webp,unnamed (14).webp,IMAGENS_MARCUS_REBOQUE/03_SERVICOS/02_CARROS/marcus-reboque-guincho-carro-fortaleza-ce-06.webp,marcus-reboque-guincho-carro-fortaleza-ce-06.webp,04_CARROS,carros,alta,horizontal,alto,renomeado_e_organizado,40DE5C410370AC5476CA867A4FC2243849AF2EE238DA7E3D35ACB8931A9FB2F5,horizontal e limpa; boa para bloco de servico
022,Photos-3-001/unnamed (15).webp,unnamed (15).webp,IMAGENS_MARCUS_REBOQUE/02_HERO/marcus-reboque-hero-guincho-moto-fortaleza-ce-01.webp,marcus-reboque-hero-guincho-moto-fortaleza-ce-01.webp,02_HERO,hero,alta,horizontal,alto,renomeado_e_organizado,25F5F259A068AE7CD362D9E341843455A44AFE72E051A2B88E0DC4265FAE0655,"horizontal, caminh?o e motos claros"
023,Photos-3-001/unnamed (16).webp,unnamed (16).webp,IMAGENS_MARCUS_REBOQUE/02_HERO/marcus-reboque-hero-guincho-caminhonete-fortaleza-ce-02.webp,marcus-reboque-hero-guincho-caminhonete-fortaleza-ce-02.webp,02_HERO,hero,alta,horizontal,alto,renomeado_e_organizado,40B5366E9EDB531168409C4A11E5E62E4659F543AE6C53A1520EBFD040DAF969,"horizontal, limpo e com boa leitura do veiculo"
024,Photos-3-001/unnamed (17).webp,unnamed (17).webp,IMAGENS_MARCUS_REBOQUE/03_SERVICOS/10_EMPILHADEIRAS/marcus-reboque-transporte-empilhadeira-fortaleza-ce-01.webp,marcus-reboque-transporte-empilhadeira-fortaleza-ce-01.webp,12_EMPILHADEIRAS,empilhadeiras,media,vertical,alto,renomeado_e_organizado,5ED1CA4B50F4DB206C1B4F27266E3583D5CDF876ABA4947D746E144131D0C0DC,vertical; equipamento bem identificado
025,Photos-3-001/unnamed (18).webp,unnamed (18).webp,IMAGENS_MARCUS_REBOQUE/03_SERVICOS/04_VANS/marcus-reboque-guincho-van-fortaleza-ce-02.webp,marcus-reboque-guincho-van-fortaleza-ce-02.webp,06_VANS,vans,media,quadrada,alto,renomeado_e_organizado,88EB31FD5492BD9C65FC6ED75B3D1FE8F8034EE6566C274E9032BC63FFD227C0,enquadramento fechado
026,Photos-3-001/unnamed (19).webp,unnamed (19).webp,IMAGENS_MARCUS_REBOQUE/10_ATENDIMENTOS_REAIS/marcus-reboque-atendimento-real-carro-danificado-fortaleza-ce-01.webp,marcus-reboque-atendimento-real-carro-danificado-fortaleza-ce-01.webp,20_ATENDIMENTOS_REAIS,transporte emergencial / atendimentos reais,media,quadrada,alto,renomeado_e_organizado,E29DC305D1732F23E292A2D010FF52650CE3A0CAEA09CE4E99A3D575D11B2CDF,veiculo batido; nao ha pessoas feridas visiveis; usar com cautela
027,Photos-3-001/unnamed (20).webp,unnamed (20).webp,IMAGENS_MARCUS_REBOQUE/03_SERVICOS/04_VANS/marcus-reboque-guincho-van-fortaleza-ce-03.webp,marcus-reboque-guincho-van-fortaleza-ce-03.webp,06_VANS,vans,media,quadrada,alto,renomeado_e_organizado,940378B25779FAED60AE5C735E86252D48EDDD2E8D36FAF7C77E178F38CB2788,processo de embarque visivel
028,Photos-3-001/unnamed (21).webp,unnamed (21).webp,IMAGENS_MARCUS_REBOQUE/03_SERVICOS/03_CAMINHONETES/marcus-reboque-guincho-caminhonete-fortaleza-ce-03.webp,marcus-reboque-guincho-caminhonete-fortaleza-ce-03.webp,05_CAMINHONETES,caminhonetes,media,quadrada,alto,renomeado_e_organizado,9F1D884BA9BCB9E6DB572842136392839664AA8127431C5243B64AEF81289D9C,"bom registro de embarque, com inclinacao"
029,Photos-3-001/unnamed (22).webp,unnamed (22).webp,IMAGENS_MARCUS_REBOQUE/02_HERO/marcus-reboque-hero-guincho-carro-fortaleza-ce-01.webp,marcus-reboque-hero-guincho-carro-fortaleza-ce-01.webp,02_HERO,hero,alta,horizontal,alto,renomeado_e_organizado,516F8028EFCA961D94B2536D683B1218136CBAF5155050FE356CBFCDF251CD8C,"horizontal, veiculo e plataforma claros"
030,Photos-3-001/unnamed (23).webp,unnamed (23).webp,IMAGENS_MARCUS_REBOQUE/03_SERVICOS/02_CARROS/marcus-reboque-guincho-carro-fortaleza-ce-07.webp,marcus-reboque-guincho-carro-fortaleza-ce-07.webp,04_CARROS,carros,alta,horizontal,alto,renomeado_e_organizado,65A26429D6CEAE8A9623265D3CE14E0890D766C33A4FF313F46C8EC2F4712293,boa foto horizontal
031,Photos-3-001/unnamed (24).webp,unnamed (24).webp,IMAGENS_MARCUS_REBOQUE/03_SERVICOS/12_PEQUENAS_CARGAS/marcus-reboque-transporte-pequenas-cargas-fortaleza-ce-02.webp,marcus-reboque-transporte-pequenas-cargas-fortaleza-ce-02.webp,14_PEQUENAS_CARGAS,pequenas cargas,media,quadrada,alto,renomeado_e_organizado,18E2B412A08A3E994F4A3121E793AF3EBBEA935FD356F5C269A9956E29E83D1F,carga longa e amarrada
032,Photos-3-001/unnamed (25).webp,unnamed (25).webp,IMAGENS_MARCUS_REBOQUE/03_SERVICOS/11_PEQUENOS_CAMINHOES/marcus-reboque-guincho-pequeno-caminhao-fortaleza-ce-02.webp,marcus-reboque-guincho-pequeno-caminhao-fortaleza-ce-02.webp,13_PEQUENOS_CAMINHOES,pequenos caminhoes,alta,horizontal,alto,renomeado_e_organizado,C661E843D011235660557A06D77098A9268F534461AF762D0AFBF61F05FD562D,"poste parcialmente na frente, mas veiculo claro"
033,Photos-3-001/unnamed (26).webp,unnamed (26).webp,IMAGENS_MARCUS_REBOQUE/03_SERVICOS/02_CARROS/marcus-reboque-guincho-carro-fortaleza-ce-08.webp,marcus-reboque-guincho-carro-fortaleza-ce-08.webp,04_CARROS,carros,media,quadrada,alto,renomeado_e_organizado,B579F4A89CEDD1FD9C5AF14050B67D65147E9A63EEC9BA434515ECD45B399D96,enquadramento fechado
034,Photos-3-001/unnamed (27).webp,unnamed (27).webp,IMAGENS_MARCUS_REBOQUE/03_SERVICOS/03_CAMINHONETES/marcus-reboque-guincho-caminhonete-fortaleza-ce-04.webp,marcus-reboque-guincho-caminhonete-fortaleza-ce-04.webp,05_CAMINHONETES,caminhonetes,media,quadrada,alto,renomeado_e_organizado,CF5B980F72D64BFCFC9C38FAE68CDE1AD75A091F22B257D2FA469C245F999183,imagem inclinada; veiculo claramente visivel
035,Photos-3-001/unnamed (28).webp,unnamed (28).webp,IMAGENS_MARCUS_REBOQUE/05_CAMINHOES_E_PLATAFORMAS/marcus-reboque-caminhao-plataforma-fortaleza-ce-01.webp,marcus-reboque-caminhao-plataforma-fortaleza-ce-01.webp,15_CAMINHOES_E_PLATAFORMAS,frota / caminhoes e plataformas,media,quadrada,alto,renomeado_e_organizado,720CCD6A707578D69F2F4560633A767AAB93F47AD1C24E6EF51251DF6CAF171C,mostra equipamento de transporte sem veiculo carregado
036,Photos-3-001/unnamed (29).webp,unnamed (29).webp,IMAGENS_MARCUS_REBOQUE/03_SERVICOS/01_MOTOS/marcus-reboque-guincho-moto-fortaleza-ce-04.webp,marcus-reboque-guincho-moto-fortaleza-ce-04.webp,03_MOTOS,motos e motocicletas,alta,horizontal,alto,renomeado_e_organizado,31F764EB54B52180BCD19659048B84AAEC7222E6A249E34881D761F593E269BE,boa presenca do caminhao e motos
037,Photos-3-001/unnamed (30).webp,unnamed (30).webp,IMAGENS_MARCUS_REBOQUE/03_SERVICOS/12_PEQUENAS_CARGAS/marcus-reboque-transporte-pequenas-cargas-fortaleza-ce-03.webp,marcus-reboque-transporte-pequenas-cargas-fortaleza-ce-03.webp,14_PEQUENAS_CARGAS,pequenas cargas,media,quadrada,alto,renomeado_e_organizado,62A69D5E7714B5E5872931BA1D14FF2BBC49A3E11E6987E5C55AE43ED4EF98AF,carga diversa bem visivel
038,Photos-3-001/unnamed (31).webp,unnamed (31).webp,IMAGENS_MARCUS_REBOQUE/99_PENDENTES_DE_REVISAO/CLASSIFICACAO_INCONCLUSA/unnamed (31).webp,unnamed (31).webp,11_VEICULOS_ANTIGOS,veiculos antigos,media,horizontal,medio,pendente_movido_sem_renomear,C993551AAF011B4DA5844340D10A1E24E9D70B639BF1581A651DB92797AD87C8,"confianca media na identificacao/categoria registrada na auditoria; validar classificacao visual com responsavel antes de renomear/publicar; parece veiculo antigo, mas modelo/ano nao comprovados"
039,Photos-3-001/unnamed (32).webp,unnamed (32).webp,IMAGENS_MARCUS_REBOQUE/03_SERVICOS/04_VANS/marcus-reboque-guincho-van-fortaleza-ce-04.webp,marcus-reboque-guincho-van-fortaleza-ce-04.webp,06_VANS,vans,alta,horizontal,alto,renomeado_e_organizado,258306F2EC3C975DE815C1560FAA06F6816C826AD63F52DFE59AAF4BC90C8699,boa foto horizontal
040,Photos-3-001/unnamed (33).webp,unnamed (33).webp,IMAGENS_MARCUS_REBOQUE/03_SERVICOS/03_CAMINHONETES/marcus-reboque-guincho-caminhonete-fortaleza-ce-05.webp,marcus-reboque-guincho-caminhonete-fortaleza-ce-05.webp,05_CAMINHONETES,caminhonetes,baixa,quadrada,alto,renomeado_e_organizado,9496D8DA98CC01258376EBD47124A85DE86794E7D0CF5D4BA54342BD093D6C11,imagem escura e com pouco contraste
041,Photos-3-001/unnamed (34).webp,unnamed (34).webp,IMAGENS_MARCUS_REBOQUE/03_SERVICOS/11_PEQUENOS_CAMINHOES/marcus-reboque-guincho-pequeno-caminhao-fortaleza-ce-03.webp,marcus-reboque-guincho-pequeno-caminhao-fortaleza-ce-03.webp,13_PEQUENOS_CAMINHOES,pequenos caminhoes,baixa,quadrada,alto,renomeado_e_organizado,CEDC16E60CD6E4C3082D04EF5FE8E38F20519CD47876DE8EACDFF7DC7110435E,resolucao/compressao baixa
042,Photos-3-001/unnamed (35).webp,unnamed (35).webp,IMAGENS_MARCUS_REBOQUE/03_SERVICOS/03_CAMINHONETES/marcus-reboque-guincho-caminhonete-fortaleza-ce-06.webp,marcus-reboque-guincho-caminhonete-fortaleza-ce-06.webp,05_CAMINHONETES,caminhonetes,media,quadrada,alto,renomeado_e_organizado,9DB48D2166BC1EAF93DFD8A13FF863EF8B73D55A32AB4E705915FF0B845121F4,veiculo claro; fundo com posto
043,Photos-3-001/unnamed (36).webp,unnamed (36).webp,IMAGENS_MARCUS_REBOQUE/99_PENDENTES_DE_REVISAO/CLASSIFICACAO_INCONCLUSA/unnamed (36).webp,unnamed (36).webp,16_EQUIPAMENTOS_E_FIXACAO,equipamentos e fixacao,baixa,vertical,medio,pendente_movido_sem_renomear,87ACA2DAFCB2B838F06F2C62AAED32001B2DE5B74D088507894257603BF69E99,confianca media na identificacao/categoria registrada na auditoria; validar classificacao visual com responsavel antes de renomear/publicar; vertical; tipo exato do equipamento nao comprovado
044,Photos-3-001/unnamed (37).webp,unnamed (37).webp,IMAGENS_MARCUS_REBOQUE/03_SERVICOS/01_MOTOS/marcus-reboque-guincho-moto-fortaleza-ce-05.webp,marcus-reboque-guincho-moto-fortaleza-ce-05.webp,03_MOTOS,motos e motocicletas,alta,quadrada,alto,renomeado_e_organizado,0600D38AFDF930CFC28871A1910E0DCEF5A0C817A687576CC83D25699A4D9700,imagem limpa e clara
045,Photos-3-001/unnamed (38).webp,unnamed (38).webp,IMAGENS_MARCUS_REBOQUE/99_PENDENTES_DE_REVISAO/INADEQUADAS_PUBLICACAO/unnamed (38).webp,unnamed (38).webp,25_INADEQUADAS_PARA_PUBLICACAO,pendente - inadequada para publicacao,baixa,quadrada,medio,pendente_movido_sem_renomear,8A80BBF42DCE3CFD7EC11B157EA81A358488FD818E7815EF3D0CEBFBFC01900E,inadequada para publicacao direta; validar origem/autorizacao e ocultar dados sensiveis antes de qualquer uso; plataforma sem identidade da empresa e placa/ambiente expostos
046,Photos-3-001/unnamed (39).webp,unnamed (39).webp,IMAGENS_MARCUS_REBOQUE/03_SERVICOS/02_CARROS/marcus-reboque-guincho-carro-fortaleza-ce-09.webp,marcus-reboque-guincho-carro-fortaleza-ce-09.webp,04_CARROS,carros,alta,horizontal,alto,renomeado_e_organizado,923AF929C090BE6D077DCF88CE34F39D7874B627C223F1175B762B1B18214905,boa foto horizontal
047,Photos-3-001/unnamed (40).webp,unnamed (40).webp,IMAGENS_MARCUS_REBOQUE/03_SERVICOS/02_CARROS/marcus-reboque-guincho-carro-fortaleza-ce-10.webp,marcus-reboque-guincho-carro-fortaleza-ce-10.webp,04_CARROS,carros,alta,quadrada,alto,renomeado_e_organizado,6EB173FCB5F911125441947A37CBAB3A347224DF350ABDC8A724CAC37BF19902,veiculo e caminhao bem visiveis
048,Photos-3-001/unnamed (41).webp,unnamed (41).webp,IMAGENS_MARCUS_REBOQUE/06_EQUIPAMENTOS_E_FIXACAO/marcus-reboque-equipamentos-fixacao-fortaleza-ce-02.webp,marcus-reboque-equipamentos-fixacao-fortaleza-ce-02.webp,16_EQUIPAMENTOS_E_FIXACAO,equipamentos e fixacao,media,quadrada,alto,renomeado_e_organizado,CB46BC74D9380B1E86EE9CD2DA683236402FF9C42A466FE9749E48B247F5DF88,amarra??o da carga e cintas visiveis
049,Photos-3-001/unnamed (42).webp,unnamed (42).webp,IMAGENS_MARCUS_REBOQUE/03_SERVICOS/02_CARROS/marcus-reboque-guincho-carro-fortaleza-ce-11.webp,marcus-reboque-guincho-carro-fortaleza-ce-11.webp,04_CARROS,carros,media,quadrada,alto,renomeado_e_organizado,DBC3CEDAE01E44F5BFF8ABBC251CC9E1AD580BD0DFA624E95218CE33DE9C3232,"angulo superior; bom veiculo, pouco espaco para texto"
050,Photos-3-001/unnamed (43).webp,unnamed (43).webp,IMAGENS_MARCUS_REBOQUE/03_SERVICOS/06_VEICULOS_ESPECIAIS/marcus-reboque-transporte-veiculo-especial-fortaleza-ce-01.webp,marcus-reboque-transporte-veiculo-especial-fortaleza-ce-01.webp,08_VEICULOS_ESPECIAIS,veiculos especiais,media,quadrada,alto,renomeado_e_organizado,C11B372A230722E2BD7C979D17270375E14F25CEA0A49A97CCF033E95176D12B,marca/letreiro de terceiro ao fundo
051,Photos-3-001/unnamed (44).webp,unnamed (44).webp,IMAGENS_MARCUS_REBOQUE/99_PENDENTES_DE_REVISAO/CLASSIFICACAO_INCONCLUSA/unnamed (44).webp,unnamed (44).webp,14_PEQUENAS_CARGAS,pequenas cargas,baixa,vertical,medio,pendente_movido_sem_renomear,C6AA6070AA3154ABD7BDB7314EDCB50F3FE7D1459869601F1A28139B93768B7E,confianca media na identificacao/categoria registrada na auditoria; validar classificacao visual com responsavel antes de renomear/publicar; pessoa parcialmente visivel; imagem vertical e com composicao apertada
052,Photos-3-001/unnamed (45).webp,unnamed (45).webp,IMAGENS_MARCUS_REBOQUE/10_ATENDIMENTOS_REAIS/marcus-reboque-atendimento-real-caminhonete-danificada-fortaleza-ce-01.webp,marcus-reboque-atendimento-real-caminhonete-danificada-fortaleza-ce-01.webp,20_ATENDIMENTOS_REAIS,transporte emergencial / atendimentos reais,media,horizontal,alto,renomeado_e_organizado,D1EEA15E26FDCF83CC4D723A8A18F92E8F7651A769CA77FABBC12E85FA95F51B,veiculo avariado; usar com cautela
053,Photos-3-001/unnamed (46).webp,unnamed (46).webp,IMAGENS_MARCUS_REBOQUE/99_PENDENTES_DE_REVISAO/CLASSIFICACAO_INCONCLUSA/unnamed (46).webp,unnamed (46).webp,16_EQUIPAMENTOS_E_FIXACAO,equipamentos e fixacao,media,quadrada,medio,pendente_movido_sem_renomear,AA431600D89071967235372326CD0729FEB555BED48AFA8A8AA2AF1C984B0078,confianca media na identificacao/categoria registrada na auditoria; validar classificacao visual com responsavel antes de renomear/publicar; tipo de equipamento nao identificado com seguranca
054,Photos-3-001/unnamed (47).webp,unnamed (47).webp,IMAGENS_MARCUS_REBOQUE/09_ATENDIMENTO_NOTURNO/marcus-reboque-atendimento-noturno-fortaleza-ce-01.webp,marcus-reboque-atendimento-noturno-fortaleza-ce-01.webp,19_ATENDIMENTO_NOTURNO,auto socorro 24 horas / atendimento noturno,media,quadrada,alto,renomeado_e_organizado,32521648ED84F976CE345A91F118EA0353F416370F0A50F7DDA62CB0B6A3CD28,inclui equipe e caminhao; boa atmosfera para servico 24h
055,Photos-3-001/unnamed (48).webp,unnamed (48).webp,IMAGENS_MARCUS_REBOQUE/03_SERVICOS/02_CARROS/marcus-reboque-guincho-carro-fortaleza-ce-12.webp,marcus-reboque-guincho-carro-fortaleza-ce-12.webp,04_CARROS,carros,media,horizontal,alto,renomeado_e_organizado,A590EB5953076D3D5028505FE5F174C623322E27D452D718F397869DE74CC100,luz interna e enquadramento fechado
056,Photos-3-001/unnamed (49).webp,unnamed (49).webp,IMAGENS_MARCUS_REBOQUE/99_PENDENTES_DE_REVISAO/CLASSIFICACAO_INCONCLUSA/unnamed (49).webp,unnamed (49).webp,14_PEQUENAS_CARGAS,pequenas cargas,media,quadrada,medio,pendente_movido_sem_renomear,8829BF0A28B3A78770FA94C72387ACBB3FCD990258E803B272DA6F990E84F59E,confianca media na identificacao/categoria registrada na auditoria; validar classificacao visual com responsavel antes de renomear/publicar; tipo exato da carga nao identificado
